filename,created_local,checkpoint,seed,shot_name,shot_prompt,location_name,location_prompt,resolved_source,face_detected,face_similarity_centroid,face_similarity_reference_mean,face_similarity_reference_max,path,prompt
2026-08-26_18-26-59_8534.png,2026-08-26T18:27:00,cyberrealisticXL_desireV30,198634901514153592,,,,,metadata,True,0.7909640073776245,0.6368526220321655,0.8055586218833923,D:\Fooocus\Fooocus\outputs\2026-08-26\2026-08-26_18-26-59_8534.png,"adult Chinese woman, age 18, petite build, softly rounded face, gently full cheeks, dark almond-shaped brown eyes, delicate arched brows, small straight nose, soft natural pink lips, natural adult proportions, consistent recognizable facial identity, realistic photograph, face clearly resolved at medium and full-body distance, adult Chinese woman, age 25, head-to-knees studio portrait standing squarely toward the camera, fitted ivory crew-neck top and tailored black trousers, long straight black hair tucked behind both ears, relaxed direct eye contact, neutral warm-gray backdrop, broad softbox lighting, complete face unobstructed and sharply resolved"
2026-08-26_18-27-15_9260.png,2026-08-26T18:27:15,cyberrealisticXL_desireV30,198634901514153593,,,,,metadata,True,0.7396217584609985,0.5955139994621277,0.7437361478805542,D:\Fooocus\Fooocus\outputs\2026-08-26\2026-08-26_18-27-15_9260.png,"adult Chinese woman, age 18, petite build, softly rounded face, gently full cheeks, dark almond-shaped brown eyes, delicate arched brows, small straight nose, soft natural pink lips, natural adult proportions, consistent recognizable facial identity, realistic photograph, face clearly resolved at medium and full-body distance, adult Chinese woman, age 25, head-to-knees studio portrait standing squarely toward the camera, fitted ivory crew-neck top and tailored black trousers, long straight black hair tucked behind both ears, relaxed direct eye contact, neutral warm-gray backdrop, broad softbox lighting, complete face unobstructed and sharply resolved"
2026-08-26_18-27-30_9321.png,2026-08-26T18:27:30,cyberrealisticXL_desireV30,198634901514153594,,,,,metadata,True,0.7799297571182251,0.6279682517051697,0.7856073379516602,D:\Fooocus\Fooocus\outputs\2026-08-26\2026-08-26_18-27-30_9321.png,"adult Chinese woman, age 18, petite build, softly rounded face, gently full cheeks, dark almond-shaped brown eyes, delicate arched brows, small straight nose, soft natural pink lips, natural adult proportions, consistent recognizable facial identity, realistic photograph, face clearly resolved at medium and full-body distance, adult Chinese woman, age 25, head-to-knees studio portrait standing squarely toward the camera, fitted ivory crew-neck top and tailored black trousers, long straight black hair tucked behind both ears, relaxed direct eye contact, neutral warm-gray backdrop, broad softbox lighting, complete face unobstructed and sharply resolved"
2026-08-26_18-27-50_1342.png,2026-08-26T18:27:51,cyberrealisticXL_desireV30,198634901514153595,,,,,metadata,True,0.790374755859375,0.6363782286643982,0.8114782571792603,D:\Fooocus\Fooocus\outputs\2026-08-26\2026-08-26_18-27-50_1342.png,"adult Chinese woman, age 18, petite build, softly rounded face, gently full cheeks, dark almond-shaped brown eyes, delicate arched brows, small straight nose, soft natural pink lips, natural adult proportions, consistent recognizable facial identity, realistic photograph, face clearly resolved at medium and full-body distance, adult Chinese woman, age 25, head-to-knees studio portrait standing squarely toward the camera, fitted ivory crew-neck top and tailored black trousers, long straight black hair tucked behind both ears, relaxed direct eye contact, neutral warm-gray backdrop, broad softbox lighting, complete face unobstructed and sharply resolved"
2026-08-26_18-28-10_6713.png,2026-08-26T18:28:11,cyberrealisticXL_desireV30,198634901514153596,,,,,metadata,True,0.831896185874939,0.6698096394538879,0.8001812100410461,D:\Fooocus\Fooocus\outputs\2026-08-26\2026-08-26_18-28-10_6713.png,"adult Chinese woman, age 18, petite build, softly rounded face, gently full cheeks, dark almond-shaped brown eyes, delicate arched brows, small straight nose, soft natural pink lips, natural adult proportions, consistent recognizable facial identity, realistic photograph, face clearly resolved at medium and full-body distance, adult Chinese woman, age 25, head-to-knees fashion portrait in a quiet hotel suite, simple navy knee-length dress, black hair in a low ponytail, body angled three-quarters while her face turns directly toward the camera, hands relaxed at her sides, warm even lamp light, crisp eyes and natural adult facial proportions"
2026-08-26_18-28-28_3100.png,2026-08-26T18:28:29,cyberrealisticXL_desireV30,198634901514153597,,,,,metadata,True,0.8431349396705627,0.6788585782051086,0.799565851688385,D:\Fooocus\Fooocus\outputs\2026-08-26\2026-08-26_18-28-28_3100.png,"adult Chinese woman, age 18, petite build, softly rounded face, gently full cheeks, dark almond-shaped brown eyes, delicate arched brows, small straight nose, soft natural pink lips, natural adult proportions, consistent recognizable facial identity, realistic photograph, face clearly resolved at medium and full-body distance, adult Chinese woman, age 25, head-to-knees fashion portrait in a quiet hotel suite, simple navy knee-length dress, black hair in a low ponytail, body angled three-quarters while her face turns directly toward the camera, hands relaxed at her sides, warm even lamp light, crisp eyes and natural adult facial proportions"
2026-08-26_18-28-40_3885.png,2026-08-26T18:28:40,cyberrealisticXL_desireV30,198634901514153598,,,,,metadata,True,0.8338609933853149,0.6713916659355164,0.7926409244537354,D:\Fooocus\Fooocus\outputs\2026-08-26\2026-08-26_18-28-40_3885.png,"adult Chinese woman, age 18, petite build, softly rounded face, gently full cheeks, dark almond-shaped brown eyes, delicate arched brows, small straight nose, soft natural pink lips, natural adult proportions, consistent recognizable facial identity, realistic photograph, face clearly resolved at medium and full-body distance, adult Chinese woman, age 25, head-to-knees fashion portrait in a quiet hotel suite, simple navy knee-length dress, black hair in a low ponytail, body angled three-quarters while her face turns directly toward the camera, hands relaxed at her sides, warm even lamp light, crisp eyes and natural adult facial proportions"
2026-08-26_18-28-59_1603.png,2026-08-26T18:29:00,cyberrealisticXL_desireV30,198634901514153599,,,,,metadata,True,0.8544814586639404,0.6879943609237671,0.834631621837616,D:\Fooocus\Fooocus\outputs\2026-08-26\2026-08-26_18-28-59_1603.png,"adult Chinese woman, age 18, petite build, softly rounded face, gently full cheeks, dark almond-shaped brown eyes, delicate arched brows, small straight nose, soft natural pink lips, natural adult proportions, consistent recognizable facial identity, realistic photograph, face clearly resolved at medium and full-body distance, adult Chinese woman, age 25, head-to-knees fashion portrait in a quiet hotel suite, simple navy knee-length dress, black hair in a low ponytail, body angled three-quarters while her face turns directly toward the camera, hands relaxed at her sides, warm even lamp light, crisp eyes and natural adult facial proportions"
2026-08-26_18-29-11_3838.png,2026-08-26T18:29:11,cyberrealisticXL_desireV30,198634901514153600,,,,,metadata,True,0.7999435663223267,0.64408278465271,0.7801045179367065,D:\Fooocus\Fooocus\outputs\2026-08-26\2026-08-26_18-29-11_3838.png,"adult Chinese woman, age 18, petite build, softly rounded face, gently full cheeks, dark almond-shaped brown eyes, delicate arched brows, small straight nose, soft natural pink lips, natural adult proportions, consistent recognizable facial identity, realistic photograph, face clearly resolved at medium and full-body distance, adult Chinese woman, age 25, full-body studio portrait standing naturally with weight on one hip, white fitted T-shirt, dark straight-leg jeans and simple heels, long black hair worn loose, friendly direct smile, camera close enough to preserve clear facial detail, neutral seamless backdrop and clean diffused light"
2026-08-26_18-29-24_7835.png,2026-08-26T18:29:24,cyberrealisticXL_desireV30,198634901514153601,,,,,metadata,True,0.7904266119003296,0.6364200115203857,0.7663062810897827,D:\Fooocus\Fooocus\outputs\2026-08-26\2026-08-26_18-29-24_7835.png,"adult Chinese woman, age 18, petite build, softly rounded face, gently full cheeks, dark almond-shaped brown eyes, delicate arched brows, small straight nose, soft natural pink lips, natural adult proportions, consistent recognizable facial identity, realistic photograph, face clearly resolved at medium and full-body distance, adult Chinese woman, age 25, full-body studio portrait standing naturally with weight on one hip, white fitted T-shirt, dark straight-leg jeans and simple heels, long black hair worn loose, friendly direct smile, camera close enough to preserve clear facial detail, neutral seamless backdrop and clean diffused light"
2026-08-26_18-29-37_9728.png,2026-08-26T18:29:38,cyberrealisticXL_desireV30,198634901514153602,,,,,metadata,True,0.7855752110481262,0.6325138211250305,0.7510062456130981,D:\Fooocus\Fooocus\outputs\2026-08-26\2026-08-26_18-29-37_9728.png,"adult Chinese woman, age 18, petite build, softly rounded face, gently full cheeks, dark almond-shaped brown eyes, delicate arched brows, small straight nose, soft natural pink lips, natural adult proportions, consistent recognizable facial identity, realistic photograph, face clearly resolved at medium and full-body distance, adult Chinese woman, age 25, full-body studio portrait standing naturally with weight on one hip, white fitted T-shirt, dark straight-leg jeans and simple heels, long black hair worn loose, friendly direct smile, camera close enough to preserve clear facial detail, neutral seamless backdrop and clean diffused light"
